filename,photo_id,date_taken,date_posted,photo_latitude,photo_longitude,photo_comments,photo_views,photo_favorites,user_id,user_ispro,user_latitude,user_longitude,user_firstdatetaken,user_firstdateposted,user_photocount
10216149634_1a324c2a73_b.jpg,10216149634,2013-09-22 09:33:22,2013-10-11 18:51:44,35.651460,139.401535,0,100,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216157014_e209fdaa79_b.jpg,10216157014,2013-09-22 09:33:29,2013-10-11 18:51:39,35.651460,139.401535,0,97,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216158114_87a6a20a95_b.jpg,10216158114,2013-09-22 09:33:30,2013-10-11 18:51:38,35.651460,139.401535,0,103,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216163474_d1dd26bc6d_b.jpg,10216163474,2013-09-22 09:33:34,2013-10-11 18:51:36,35.651460,139.401535,0,88,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216166504_d48d587507_b.jpg,10216166504,2013-09-22 09:33:37,2013-10-11 18:51:34,35.651460,139.401535,0,101,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216167434_f595b49f39_b.jpg,10216167434,2013-09-22 09:33:38,2013-10-11 18:51:33,35.651460,139.401535,0,103,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216168714_f906d03df9_b.jpg,10216168714,2013-09-22 09:33:39,2013-10-11 18:51:32,35.651460,139.401535,0,89,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216171074_f296d69254_b.jpg,10216171074,2013-09-22 09:33:41,2013-10-11 18:51:31,35.651460,139.401535,0,100,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216177575_c80c88e4ed_b.jpg,10216177575,2013-09-22 09:34:09,2013-10-11 18:44:47,35.651460,139.401535,0,70,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216193465_432360ffa0_b.jpg,10216193465,2013-09-22 09:33:53,2013-10-11 18:46:25,35.651460,139.401535,0,86,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216194106_8efef3a16b_b.jpg,10216194106,2013-09-22 09:34:03,2013-10-11 18:44:51,35.651460,139.401535,0,150,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216194525_03d968f2b9_b.jpg,10216194525,2013-09-22 09:33:54,2013-10-11 18:46:24,35.651460,139.401535,0,88,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216202155_b8a3ac81db_b.jpg,10216202155,2013-09-22 09:34:01,2013-10-11 18:46:20,35.651460,139.401535,0,56,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216224216_9c525465ff_b.jpg,10216224216,2013-09-22 09:34:00,2013-10-11 18:46:20,35.651460,139.401535,0,86,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216228335_85b2c67552_b.jpg,10216228335,2013-09-22 09:33:51,2013-10-11 18:48:46,35.651460,139.401535,0,75,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216238835_3c59c1974b_b.jpg,10216238835,2013-09-22 09:33:24,2013-10-11 18:51:43,35.651460,139.401535,0,90,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216246986_0cf3b3b06b_b.jpg,10216246986,2013-09-22 09:33:47,2013-10-11 18:48:48,35.651460,139.401535,0,61,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216248236_620416b072_b.jpg,10216248236,2013-09-22 09:33:48,2013-10-11 18:48:47,35.651460,139.401535,0,81,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216251086_75002f1716_b.jpg,10216251086,2013-09-22 09:33:50,2013-10-11 18:48:46,35.651460,139.401535,0,88,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216273036_4c49647384_b.jpg,10216273036,2013-09-22 09:33:32,2013-10-11 18:51:37,35.651460,139.401535,0,89,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216274626_097683a29b_b.jpg,10216274626,2013-09-22 09:33:33,2013-10-11 18:51:36,35.651460,139.401535,0,84,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216277316_17a16a5645_b.jpg,10216277316,2013-09-22 09:33:35,2013-10-11 18:51:35,35.651460,139.401535,0,83,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216278256_a302fbcc77_b.jpg,10216278256,2013-09-22 09:33:36,2013-10-11 18:51:34,35.651460,139.401535,0,98,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216282063_a6c4d74f83_b.jpg,10216282063,2013-09-22 09:34:04,2013-10-11 18:44:50,35.651460,139.401535,0,80,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216285406_86c4f5d5f5_b.jpg,10216285406,2013-09-22 09:33:42,2013-10-11 18:51:30,35.651460,139.401535,0,93,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216307463_833c1ce817_b.jpg,10216307463,2013-09-22 09:33:57,2013-10-11 18:46:21,35.651460,139.401535,0,89,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216309463_04513dbdbc_b.jpg,10216309463,2013-09-22 09:33:59,2013-10-11 18:46:20,35.651460,139.401535,0,85,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216328643_70a0980523_b.jpg,10216328643,2013-09-22 09:33:43,2013-10-11 18:48:50,35.651460,139.401535,0,79,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216330633_f5f378c332_b.jpg,10216330633,2013-09-22 09:33:45,2013-10-11 18:48:49,35.651460,139.401535,0,80,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216335413_ffa95a80e4_b.jpg,10216335413,2013-09-22 09:33:49,2013-10-11 18:48:46,35.651460,139.401535,0,74,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216338303_3f275d9755_b.jpg,10216338303,2013-09-22 09:33:52,2013-10-11 18:48:45,35.651460,139.401535,0,72,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216345153_45b85d329b_b.jpg,10216345153,2013-09-22 09:33:21,2013-10-11 18:51:44,35.651460,139.401535,0,95,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216347033_a8084e0958_b.jpg,10216347033,2013-09-22 09:33:23,2013-10-11 18:51:43,35.651460,139.401535,0,110,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216348623_8f71fda7e6_b.jpg,10216348623,2013-09-22 09:33:25,2013-10-11 18:51:42,35.651460,139.401535,0,97,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216349633_cbb5ff8e58_b.jpg,10216349633,2013-09-22 09:33:26,2013-10-11 18:51:41,35.651460,139.401535,0,92,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216351003_34969ebc95_b.jpg,10216351003,2013-09-22 09:33:27,2013-10-11 18:51:40,35.651460,139.401535,0,90,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216352303_9951808b46_b.jpg,10216352303,2013-09-22 09:33:28,2013-10-11 18:51:39,35.651460,139.401535,0,98,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10216355633_174ddf3cd0_b.jpg,10216355633,2013-09-22 09:33:31,2013-10-11 18:51:37,35.651460,139.401535,0,114,0,24256658@N06,1,,,2004-04-29 10:00:00,2008-02-29 07:31:10,41419
10224076416_39aa25a72a_b.jpg,10224076416,2013-06-07 10:29:41,2013-10-12 06:54:30,51.002197,4.515047,0,75,0,48120898@N04,1,,,2006-06-10 13:53:18,2010-03-05 06:30:45,17974
10224078036_f45a94d5d0_b.jpg,10224078036,2013-06-07 10:29:43,2013-10-12 06:54:37,51.002197,4.515047,0,73,0,48120898@N04,1,,,2006-06-10 13:53:18,2010-03-05 06:30:45,17974
10229671915_8b4a15c266_b.jpg,10229671915,2013-09-28 10:38:42,2013-10-12 13:16:52,,,0,71,0,23238937@N04,0,,,2013-08-29 00:00:00,2013-08-31 12:08:46,313
10369579845_04d219cb71_b.jpg,10369579845,2013-03-31 10:10:28,2013-10-19 17:27:23,53.225097,-2.885812,0,380,0,20747318@N08,1,53.599708,-1.4539629,2003-01-01 00:00:00,2007-12-01 11:22:14,275144
10369598776_14ce366911_b.jpg,10369598776,2013-03-31 10:10:48,2013-10-19 17:27:26,53.225105,-2.885812,0,39,0,20747318@N08,1,53.599708,-1.4539629,2003-01-01 00:00:00,2007-12-01 11:22:14,275144
10369793463_03022db912_b.jpg,10369793463,2013-03-31 10:10:59,2013-10-19 17:27:36,53.225130,-2.885831,0,33,0,20747318@N08,1,53.599708,-1.4539629,2003-01-01 00:00:00,2007-12-01 11:22:14,275144
10369794243_bed6154c1b_b.jpg,10369794243,2013-03-31 10:11:40,2013-10-19 17:27:40,53.224819,-2.885834,0,43,0,20747318@N08,1,53.599708,-1.4539629,2003-01-01 00:00:00,2007-12-01 11:22:14,275144
10369796023_f0f889605a_b.jpg,10369796023,2013-03-31 10:11:45,2013-10-19 17:27:48,53.224819,-2.885848,0,33,0,20747318@N08,1,53.599708,-1.4539629,2003-01-01 00:00:00,2007-12-01 11:22:14,275144
10405552865_d60bbc4a53_b.jpg,10405552865,2013-03-31 15:59:55,2013-10-21 11:05:36,53.225361,-2.884731,0,34,0,20747318@N08,1,53.599708,-1.4539629,2003-01-01 00:00:00,2007-12-01 11:22:14,275144
10405562746_dc9b1d8fa8_b.jpg,10405562746,2013-03-31 16:00:17,2013-10-21 11:05:42,53.225375,-2.884753,0,59,0,20747318@N08,1,53.599708,-1.4539629,2003-01-01 00:00:00,2007-12-01 11:22:14,275144
10466340505_036f4127a6_b.jpg,10466340505,2013-06-14 11:20:39,2013-10-24 18:39:00,39.830170,-81.733808,0,498,1,48597755@N00,1,,,2005-03-05 20:31:43,2006-02-15 23:00:59,9279
10466382224_5f92170cf9_b.jpg,10466382224,2013-06-14 11:21:43,2013-10-24 18:39:00,39.830170,-81.733808,0,569,1,48597755@N00,1,,,2005-03-05 20:31:43,2006-02-15 23:00:59,9279
10578473116_a2fc362eb9_b.jpg,10578473116,2013-10-26 13:35:52,2013-10-30 13:36:20,,,0,331,0,23762017@N08,1,34.0522342,-118.2436849,2001-07-13 18:19:46,2010-03-31 18:12:40,27102
10578697393_aa5424f9b2_b.jpg,10578697393,2013-10-26 13:39:58,2013-10-30 13:36:28,,,0,314,0,23762017@N08,1,34.0522342,-118.2436849,2001-07-13 18:19:46,2010-03-31 18:12:40,27102
10578698273_96a2a6b7b3_b.jpg,10578698273,2013-10-26 13:39:09,2013-10-30 13:36:27,,,0,399,0,23762017@N08,1,34.0522342,-118.2436849,2001-07-13 18:19:46,2010-03-31 18:12:40,27102
10578700023_2a861b85ba_b.jpg,10578700023,2013-10-26 13:38:34,2013-10-30 13:36:26,,,0,363,0,23762017@N08,1,34.0522342,-118.2436849,2001-07-13 18:19:46,2010-03-31 18:12:40,27102
10578702293_498651833b_b.jpg,10578702293,2013-10-26 14:51:06,2013-10-30 13:36:25,,,0,283,0,23762017@N08,1,34.0522342,-118.2436849,2001-07-13 18:19:46,2010-03-31 18:12:40,27102
10578709283_e442dda91f_b.jpg,10578709283,2013-10-26 13:36:09,2013-10-30 13:36:20,,,0,456,1,23762017@N08,1,34.0522342,-118.2436849,2001-07-13 18:19:46,2010-03-31 18:12:40,27102
10639342866_2ff83e4338_b.jpg,10639342866,2013-11-03 14:04:45,2013-11-03 00:04:45,35.012705,135.786284,0,946,2,27849832@N07,1,,,2000-01-01 00:00:00,2008-06-21 08:34:39,9169
10665788355_347d698f23_b.jpg,10665788355,2010-08-23 12:23:05,2013-11-04 02:05:36,-2.635788,37.249145,156,12851,81,21506908@N07,1,,,1990-08-15 09:36:04,2007-12-04 01:21:12,1504
10781967093_c7cd17b93f_b.jpg,10781967093,2013-11-10 15:49:56,2013-11-10 11:42:05,,,3,1380,7,7779937@N06,1,,,2006-07-23 14:55:54,2007-07-18 15:54:46,2685
10939823386_72b42b09d7_b.jpg,10939823386,2013-11-19 04:18:49,2013-11-19 00:58:32,,,14,1375,13,100244762@N08,0,,,2012-01-28 03:37:15,2013-08-12 15:32:58,119
11012548586_8c03f2b575_b.jpg,11012548586,2013-07-31 15:02:42,2013-11-23 11:06:01,,,36,5109,31,50079771@N08,1,56.071741,-3.452151,2003-04-26 17:56:08,2010-05-09 17:46:46,2188
11118095685_1907f87c93_b.jpg,11118095685,2011-09-24 15:56:10,2013-11-29 09:50:31,0.638567,37.615299,75,11819,140,16854222@N05,1,50.1109221,8.6821267,1986-06-01 00:00:00,2007-10-29 16:11:10,5814
11148562096_8ca720eebf_b.jpg,11148562096,2013-11-27 14:38:37,2013-12-01 04:23:44,,,213,2471,47,78517182@N07,1,51.165691,10.451526,2006-07-29 10:33:15,2012-05-14 03:59:50,3657
11198583834_a9fc103a81_b.jpg,11198583834,2013-02-02 15:41:58,2013-12-03 19:34:21,,,0,172,0,38427853@N08,0,37.4635519,-122.4285862,2009-05-08 06:32:47,2009-05-13 18:34:45,264
11293080796_fc06e7a448_b.jpg,11293080796,2013-12-03 12:33:31,2013-12-09 11:27:06,33.451889,-111.948451,0,232,0,52882109@N07,1,33.5805955,-112.2373779,1935-10-01 00:00:00,2010-08-16 16:02:01,12981
11433342116_d191ed786d_b.jpg,11433342116,,,,,,,,,,,,,,
11433382496_51cfdc3d7a_b.jpg,11433382496,,,,,,,,,,,,,,
11435481274_877eabfab6_b.jpg,11435481274,2013-11-16 11:59:18,2013-12-18 08:31:30,32.733900,-117.154664,0,71,0,40316695@N04,1,35.6894875,139.6917064,2005-01-17 13:53:04,2009-07-10 19:53:11,6694
11435621003_086612b742_b.jpg,11435621003,2013-12-08 15:17:21,2013-12-18 08:31:31,36.433161,136.547366,0,54,0,40316695@N04,1,35.6894875,139.6917064,2005-01-17 13:53:04,2009-07-10 19:53:11,6694
11614563095_24f6a9788b_b.jpg,11614563095,2013-12-23 13:34:42,2013-12-28 19:48:43,35.652575,139.401675,0,103,1,40316695@N04,1,35.6894875,139.6917064,2005-01-17 13:53:04,2009-07-10 19:53:11,6694
11614570945_b21c0d3744_b.jpg,11614570945,2013-12-23 13:31:58,2013-12-28 19:48:43,35.652630,139.401752,0,105,0,40316695@N04,1,35.6894875,139.6917064,2005-01-17 13:53:04,2009-07-10 19:53:11,6694
11689478635_5be2407601_b.jpg,11689478635,2013-09-22 16:20:21,2014-01-01 11:36:31,39.830170,-81.733808,0,286,0,48597755@N00,1,,,2005-03-05 20:31:43,2006-02-15 23:00:59,9279
11689730313_b1e60eb186_b.jpg,11689730313,2013-09-22 16:18:14,2014-01-01 11:36:30,39.830170,-81.733808,0,273,0,48597755@N00,1,,,2005-03-05 20:31:43,2006-02-15 23:00:59,9279
11689851704_1a7fbd6f7b_b.jpg,11689851704,2013-09-22 16:18:29,2014-01-01 11:36:30,39.830170,-81.733808,0,273,0,48597755@N00,1,,,2005-03-05 20:31:43,2006-02-15 23:00:59,9279
11757344683_5ab2169d09_b.jpg,11757344683,2014-01-02 15:22:15,2014-01-04 12:29:17,,,28,5332,24,21664077@N00,1,51.0486151,-114.0708459,2003-09-20 23:38:01,2005-04-13 13:20:40,1700
11954412816_f3e07ba040_b.jpg,11954412816,2013-07-31 05:44:50,2014-01-14 15:40:19,,,48,3372,35,50079771@N08,1,56.071741,-3.452151,2003-04-26 17:56:08,2010-05-09 17:46:46,2188
11955092936_8a287d4ce2_b.jpg,11955092936,2014-01-14 17:28:25,2014-01-14 16:31:14,,,0,461,1,12361801@N05,1,37.09024,-95.712891,1964-01-01 00:00:00,2007-10-13 22:13:40,9827
11965572423_f543ffa6ed_b.jpg,11965572423,2013-11-16 11:56:51,2014-01-15 09:27:20,32.734166,-117.154753,0,127,0,40316695@N04,1,35.6894875,139.6917064,2005-01-17 13:53:04,2009-07-10 19:53:11,6694
12179247223_9554e6b5a3_b.jpg,12179247223,2014-01-27 15:14:19,2014-01-27 16:14:12,53.227080,-2.885693,0,130,0,68337966@N04,0,,,2006-05-21 12:19:48,2013-05-30 13:38:53,8601
12329625654_8c0f2bbc72_b.jpg,12329625654,2014-02-05 13:05:41,2014-02-05 15:06:28,,,1,280,3,51912132@N03,0,,,2006-08-03 19:25:09,2010-07-22 10:23:56,1460
12504034593_24009f83ca_b.jpg,12504034593,2013-12-17 02:50:54,2014-02-13 12:25:31,,,0,919,0,93022815@N07,1,,,2012-08-01 00:00:00,2013-02-08 18:23:32,4719
12504036833_c019bfcb0e_b.jpg,12504036833,2013-12-17 02:50:48,2014-02-13 12:25:30,,,1,871,0,93022815@N07,1,,,2012-08-01 00:00:00,2013-02-08 18:23:32,4719
12527844793_a51f67df41_b.jpg,12527844793,2013-10-09 11:00:28,2014-02-14 17:03:18,,,2,350,3,77281524@N08,1,,,2009-04-23 18:43:31,2012-02-22 17:50:17,4819
12538497113_d8336d33a1_b.jpg,12538497113,2014-02-11 13:45:43,2014-02-15 06:21:56,35.652305,139.400913,0,109,0,40316695@N04,1,35.6894875,139.6917064,2005-01-17 13:53:04,2009-07-10 19:53:11,6694
12538584603_85918c53b0_b.jpg,12538584603,2014-02-11 13:49:01,2014-02-15 06:27:41,35.652277,139.400911,0,100,0,40316695@N04,1,35.6894875,139.6917064,2005-01-17 13:53:04,2009-07-10 19:53:11,6694
12682372404_d084907dee_b.jpg,12682372404,2014-02-21 15:09:50,2014-02-21 14:10:18,,,0,405,0,12361801@N05,1,37.09024,-95.712891,1964-01-01 00:00:00,2007-10-13 22:13:40,9827
12682373324_dbe9362356_b.jpg,12682373324,2014-02-21 15:09:53,2014-02-21 14:10:17,,,0,422,0,12361801@N05,1,37.09024,-95.712891,1964-01-01 00:00:00,2007-10-13 22:13:40,9827
12682374304_f5618c202b_b.jpg,12682374304,2014-02-21 15:09:56,2014-02-21 14:10:16,,,0,377,0,12361801@N05,1,37.09024,-95.712891,1964-01-01 00:00:00,2007-10-13 22:13:40,9827
12691922133_5251d55838_b.jpg,12691922133,2014-02-22 17:56:49,2014-02-22 02:56:56,,,0,95,0,46274038@N00,1,,,2005-09-22 19:32:29,2005-09-22 05:32:29,11428
12692256964_ce9ee38984_b.jpg,12692256964,2014-02-22 17:56:35,2014-02-22 02:56:57,,,0,85,0,46274038@N00,1,,,2005-09-22 19:32:29,2005-09-22 05:32:29,11428
12865962244_deb69a84a9_b.jpg,12865962244,2014-03-01 11:20:07,2014-03-01 17:44:33,51.997036,-0.594452,0,114,0,15523409@N05,1,52.670711,-1.932139,1985-07-13 14:00:00,2007-10-20 16:27:38,65204
12866054984_48386f6040_b.jpg,12866054984,2014-03-01 11:40:06,2014-03-01 17:50:37,51.996739,-0.596008,0,183,0,15523409@N05,1,52.670711,-1.932139,1985-07-13 14:00:00,2007-10-20 16:27:38,65204
12866076994_20d59eb372_b.jpg,12866076994,2014-03-01 11:40:09,2014-03-01 17:52:04,51.996739,-0.596008,0,164,0,15523409@N05,1,52.670711,-1.932139,1985-07-13 14:00:00,2007-10-20 16:27:38,65204
12900624535_bca41f99d6_b.jpg,12900624535,2014-02-28 14:24:12,2014-03-03 03:33:00,48.806119,9.201836,0,121,0,21199182@N00,0,,,2001-10-28 10:51:04,2006-01-16 06:00:51,27780
13019898133_700fb133ff_b.jpg,13019898133,2013-10-09 15:11:13,2014-03-08 17:10:53,,,0,86,1,77281524@N08,1,,,2009-04-23 18:43:31,2012-02-22 17:50:17,4819
13064985903_d57e6c9b5d_b.jpg,13064985903,2014-03-11 04:59:57,2014-03-10 13:04:39,,,0,151,0,58331999@N02,0,43.248374,2.7936009,2010-07-27 19:00:59,2011-01-15 02:54:40,1652
13363900383_db1b9b2442_b.jpg,13363900383,2014-03-09 14:06:38,2014-03-23 15:59:54,,,0,78,0,30244915@N08,1,,,2002-09-29 00:33:40,2008-09-04 02:56:54,78330
13384384633_8447c693af_b.jpg,13384384633,2014-03-22 12:19:29,2014-03-24 11:58:54,48.803923,9.205555,0,64,0,7917101@N07,0,49.8728253,8.6511929,2008-04-27 13:23:46,2008-05-15 07:35:54,2218
13386636295_9f973f515d_b.jpg,13386636295,2014-03-13 05:36:01,2014-03-24 14:19:23,,,0,1978,11,93022815@N07,1,,,2012-08-01 00:00:00,2013-02-08 18:23:32,4719
13386669225_a0632c6025_b.jpg,13386669225,2014-03-13 05:35:29,2014-03-24 14:19:21,,,0,1296,4,93022815@N07,1,,,2012-08-01 00:00:00,2013-02-08 18:23:32,4719
13386689685_e825bee900_b.jpg,13386689685,2014-03-13 05:32:22,2014-03-24 14:19:20,,,0,1614,10,93022815@N07,1,,,2012-08-01 00:00:00,2013-02-08 18:23:32,4719
13387026984_c3d24a8b10_b.jpg,13387026984,2014-03-13 05:35:27,2014-03-24 14:19:20,,,0,1039,3,93022815@N07,1,,,2012-08-01 00:00:00,2013-02-08 18:23:32,4719
13468977825_338d3c0034_b.jpg,13468977825,2014-03-13 13:56:15,2014-03-28 10:59:55,51.350664,12.367944,0,166,1,68282140@N04,0,51.4969802,11.9688029,1990-12-22 12:02:16,2011-10-04 12:03:34,24578
13468983075_9daf465d54_b.jpg,13468983075,2014-03-13 13:57:02,2014-03-30 02:01:13,51.350664,12.367944,15,464,7,68282140@N04,0,51.4969802,11.9688029,1990-12-22 12:02:16,2011-10-04 12:03:34,24578
13469082043_e36d74dfcf_b.jpg,13469082043,2014-03-13 13:58:56,2014-03-28 11:00:02,51.350664,12.367944,0,155,0,68282140@N04,0,51.4969802,11.9688029,1990-12-22 12:02:16,2011-10-04 12:03:34,24578
13469335164_2285bbf134_b.jpg,13469335164,2014-03-13 13:58:58,2014-03-28 11:00:07,51.350664,12.367944,0,182,1,68282140@N04,0,51.4969802,11.9688029,1990-12-22 12:02:16,2011-10-04 12:03:34,24578
13652981745_bbed36cb78_b.jpg,13652981745,2013-06-08 11:32:59,2014-04-05 17:25:11,53.224397,-2.885103,0,34,0,20747318@N08,1,53.599708,-1.4539629,2003-01-01 00:00:00,2007-12-01 11:22:14,275144
13652989375_30d5f20350_b.jpg,13652989375,2013-06-08 11:33:22,2014-04-05 17:25:36,53.224383,-2.885198,0,23,0,20747318@N08,1,53.599708,-1.4539629,2003-01-01 00:00:00,2007-12-01 11:22:14,275144
13652994095_e52fd76c91_b.jpg,13652994095,2013-06-08 11:34:47,2014-04-05 17:25:53,53.224466,-2.885439,0,18,0,20747318@N08,1,53.599708,-1.4539629,2003-01-01 00:00:00,2007-12-01 11:22:14,275144
13652998445_d6354ea461_b.jpg,13652998445,2013-06-08 11:35:22,2014-04-05 17:26:08,53.224472,-2.885420,0,23,0,20747318@N08,1,53.599708,-1.4539629,2003-01-01 00:00:00,2007-12-01 11:22:14,275144
13653000685_64cf837c93_b.jpg,13653000685,2013-06-08 11:35:27,2014-04-05 17:26:15,53.224472,-2.885425,0,22,0,20747318@N08,1,53.599708,-1.4539629,2003-01-01 00:00:00,2007-12-01 11:22:14,275144
13653011253_0665565ecc_b.jpg,13653011253,2013-06-08 11:33:18,2014-04-05 17:25:31,53.224386,-2.885198,0,27,0,20747318@N08,1,53.599708,-1.4539629,2003-01-01 00:00:00,2007-12-01 11:22:14,275144
13653025883_c8a0f90cf8_b.jpg,13653025883,2013-06-08 11:36:05,2014-04-05 17:26:20,53.224400,-2.884931,0,27,0,20747318@N08,1,53.599708,-1.4539629,2003-01-01 00:00:00,2007-12-01 11:22:14,275144
13653297364_d607133228_b.jpg,13653297364,2013-06-08 11:22:50,2014-04-05 17:23:14,53.224855,-2.885848,0,22,0,20747318@N08,1,53.599708,-1.4539629,2003-01-01 00:00:00,2007-12-01 11:22:14,275144
13653326364_3a0efd3cfc_b.jpg,13653326364,2013-06-08 11:30:40,2014-04-05 17:24:58,53.225011,-2.884114,0,18,0,20747318@N08,1,53.599708,-1.4539629,2003-01-01 00:00:00,2007-12-01 11:22:14,275144
